t_ms,condition,mode,band,f_lo,f_hi,energyN,threshold,hysteresis,cooldown_ms
75122,baseline,FILE,3,3000.00,8000.00,0.021836,29.404,1.150,120
75122,baseline,FILE,4,8000.00,20000.00,0.011414,7.618,1.150,120
75187,baseline,FILE,2,800.00,3000.00,0.014423,49.686,1.150,120
75237,baseline,FILE,0,0.00,200.00,0.107670,8.565,1.150,120
75488,baseline,FILE,4,8000.00,20000.00,0.080730,7.618,1.150,120
75621,baseline,FILE,4,8000.00,20000.00,0.038783,7.618,1.150,120
75706,baseline,FILE,0,0.00,200.00,0.021172,8.565,1.150,120
75755,baseline,FILE,1,200.00,800.00,0.028502,52.407,1.150,120
75804,baseline,FILE,4,8000.00,20000.00,0.053372,7.618,1.150,120
76023,baseline,FILE,2,800.00,3000.00,0.038475,49.686,1.150,120
76076,baseline,FILE,0,0.00,200.00,0.400843,8.565,1.150,120
76077,baseline,FILE,1,200.00,800.00,0.069720,52.407,1.150,120
76078,baseline,FILE,4,8000.00,20000.00,0.053450,7.618,1.150,120
76146,baseline,FILE,2,800.00,3000.00,0.024827,49.686,1.150,120
76281,baseline,FILE,4,8000.00,20000.00,0.165790,7.618,1.150,120
76482,baseline,FILE,3,3000.00,8000.00,0.061812,29.404,1.150,120
76482,baseline,FILE,4,8000.00,20000.00,0.072557,7.618,1.150,120
76580,baseline,FILE,0,0.00,200.00,0.019611,8.565,1.150,120
76647,baseline,FILE,2,800.00,3000.00,0.120450,49.686,1.150,120
76849,baseline,FILE,0,0.00,200.00,0.014832,8.565,1.150,120
76849,baseline,FILE,1,200.00,800.00,0.000567,52.407,1.150,120
76897,baseline,FILE,3,3000.00,8000.00,0.073911,29.404,1.150,120
76948,baseline,FILE,2,800.00,3000.00,0.159710,49.686,1.150,120
76997,baseline,FILE,0,0.00,200.00,0.023719,8.565,1.150,120
76997,baseline,FILE,4,8000.00,20000.00,0.144156,7.618,1.150,120
77164,baseline,FILE,0,0.00,200.00,0.181535,8.565,1.150,120
77164,baseline,FILE,1,200.00,800.00,0.033385,52.407,1.150,120
77215,baseline,FILE,4,8000.00,20000.00,0.149117,7.618,1.150,120
77998,baseline,FILE,1,200.00,800.00,0.073422,52.407,1.150,120
78097,baseline,FILE,2,800.00,3000.00,0.034793,49.686,1.150,120
78098,baseline,FILE,4,8000.00,20000.00,0.127356,7.618,1.150,120
78415,baseline,FILE,0,0.00,200.00,0.250206,8.565,1.150,120
78463,baseline,FILE,4,8000.00,20000.00,0.083859,7.618,1.150,120
78632,baseline,FILE,4,8000.00,20000.00,0.154335,7.618,1.150,120
79347,baseline,FILE,0,0.00,200.00,0.555483,8.565,1.150,120
79347,baseline,FILE,1,200.00,800.00,0.190270,52.407,1.150,120
79347,baseline,FILE,4,8000.00,20000.00,0.092847,7.618,1.150,120
79414,baseline,FILE,2,800.00,3000.00,0.061122,49.686,1.150,120
79564,baseline,FILE,4,8000.00,20000.00,0.259317,7.618,1.150,120
80765,baseline,FILE,2,800.00,3000.00,0.064953,49.686,1.150,120
82215,baseline,FILE,4,8000.00,20000.00,0.080335,7.618,1.150,120
83465,baseline,FILE,4,8000.00,20000.00,0.206762,7.618,1.150,120
83732,baseline,FILE,4,8000.00,20000.00,0.104805,7.618,1.150,120
84983,baseline,FILE,4,8000.00,20000.00,0.622603,7.618,1.150,120
89224,MARK,mark-1
89838,baseline,FILE,0,0.00,200.00,0.260850,10.363,1.150,120
89939,baseline,FILE,2,800.00,3000.00,0.068173,49.686,1.150,120
90455,baseline,FILE,2,800.00,3000.00,0.107193,49.686,1.150,120
90571,baseline,FILE,0,0.00,200.00,0.477875,15.173,1.150,120
90572,baseline,FILE,1,200.00,800.00,0.154542,52.407,1.150,120
90623,baseline,FILE,2,800.00,3000.00,0.050086,49.686,1.150,120
90821,baseline,FILE,4,8000.00,20000.00,0.679713,7.618,1.150,120
91291,baseline,FILE,0,0.00,200.00,0.019137,22.214,1.150,120
91291,baseline,FILE,1,200.00,800.00,0.010182,52.407,1.150,120
91291,baseline,FILE,2,800.00,3000.00,0.001287,49.686,1.150,120
91292,baseline,FILE,3,3000.00,8000.00,0.039814,29.404,1.150,120
91425,baseline,FILE,2,800.00,3000.00,0.014155,49.686,1.150,120
91825,baseline,FILE,2,800.00,3000.00,0.053950,49.686,1.150,120
92124,baseline,FILE,3,3000.00,8000.00,0.031232,29.404,1.150,120
92708,baseline,FILE,4,8000.00,20000.00,0.003033,7.618,1.150,120
92975,baseline,FILE,4,8000.00,20000.00,0.009467,7.618,1.150,120
94124,baseline,FILE,4,8000.00,20000.00,0.002391,7.618,1.150,120
95691,baseline,FILE,0,0.00,200.00,0.011281,14.429,1.150,120
95792,baseline,FILE,1,200.00,800.00,0.277751,52.407,1.150,120
95792,baseline,FILE,3,3000.00,8000.00,0.039494,29.404,1.150,120
95792,baseline,FILE,4,8000.00,20000.00,0.390338,7.618,1.150,120
95907,baseline,FILE,2,800.00,3000.00,0.067616,49.686,1.150,120
95924,baseline,FILE,3,3000.00,8000.00,0.359715,29.404,1.150,120
96158,baseline,FILE,1,200.00,800.00,0.188796,52.407,1.150,120
96159,baseline,FILE,4,8000.00,20000.00,0.067974,7.618,1.150,120
96258,baseline,FILE,2,800.00,3000.00,0.070303,49.686,1.150,120
96376,baseline,FILE,4,8000.00,20000.00,0.105744,7.618,1.150,120
96525,baseline,FILE,0,0.00,200.00,0.462696,12.986,1.150,120
96525,baseline,FILE,4,8000.00,20000.00,0.056529,7.618,1.150,120
96574,baseline,FILE,1,200.00,800.00,0.152516,52.407,1.150,120
96727,baseline,FILE,4,8000.00,20000.00,0.054502,7.618,1.150,120
96830,baseline,FILE,1,200.00,800.00,0.248949,52.407,1.150,120
96830,baseline,FILE,2,800.00,3000.00,0.003103,49.686,1.150,120
97046,baseline,FILE,4,8000.00,20000.00,0.226189,7.618,1.150,120
97247,baseline,FILE,1,200.00,800.00,0.216088,52.407,1.150,120
97247,baseline,FILE,4,8000.00,20000.00,0.275961,7.618,1.150,120
97513,baseline,FILE,4,8000.00,20000.00,0.212191,7.618,1.150,120
97563,baseline,FILE,2,800.00,3000.00,0.091690,49.686,1.150,120
97831,baseline,FILE,4,8000.00,20000.00,0.182314,7.618,1.150,120
97965,baseline,FILE,4,8000.00,20000.00,0.092070,7.618,1.150,120
98081,baseline,FILE,0,0.00,200.00,0.297681,14.285,1.150,120
98147,baseline,FILE,1,200.00,800.00,0.104042,52.407,1.150,120
98148,baseline,FILE,4,8000.00,20000.00,0.131557,7.618,1.150,120
98348,baseline,FILE,4,8000.00,20000.00,0.598753,7.618,1.150,120
98615,baseline,FILE,2,800.00,3000.00,0.039847,49.686,1.150,120
98615,baseline,FILE,3,3000.00,8000.00,0.113248,29.404,1.150,120
98814,baseline,FILE,2,800.00,3000.00,0.065705,49.686,1.150,120
99131,baseline,FILE,4,8000.00,20000.00,0.253431,7.618,1.150,120
99181,baseline,FILE,2,800.00,3000.00,0.013951,49.686,1.150,120
99182,baseline,FILE,3,3000.00,8000.00,0.039146,29.404,1.150,120
99317,baseline,FILE,2,800.00,3000.00,0.037196,49.686,1.150,120
99318,baseline,FILE,3,3000.00,8000.00,0.068723,29.404,1.150,120
99348,baseline,FILE,4,8000.00,20000.00,0.329893,7.618,1.150,120
99650,baseline,FILE,0,0.00,200.00,0.554848,17.284,1.150,120
99650,baseline,FILE,1,200.00,800.00,0.180364,52.407,1.150,120
99650,baseline,FILE,2,800.00,3000.00,0.084572,49.686,1.150,120
100231,baseline,FILE,2,800.00,3000.00,0.022796,49.686,1.150,120
100382,baseline,FILE,4,8000.00,20000.00,0.227381,7.618,1.150,120
100749,baseline,FILE,0,0.00,200.00,0.345711,20.914,1.150,120
100749,baseline,FILE,1,200.00,800.00,0.026607,52.407,1.150,120
100900,baseline,FILE,4,8000.00,20000.00,0.080889,7.618,1.150,120
100998,baseline,FILE,1,200.00,800.00,0.022508,52.407,1.150,120
101167,baseline,FILE,4,8000.00,20000.00,0.248651,7.618,1.150,120
101366,baseline,FILE,2,800.00,3000.00,0.001309,49.686,1.150,120
101367,baseline,FILE,3,3000.00,8000.00,0.021621,29.404,1.150,120
101498,baseline,FILE,2,800.00,3000.00,0.211182,49.686,1.150,120
101498,baseline,FILE,3,3000.00,8000.00,0.330226,29.404,1.150,120
101632,baseline,FILE,4,8000.00,20000.00,0.551773,7.618,1.150,120
101733,baseline,FILE,3,3000.00,8000.00,0.074559,29.404,1.150,120
101881,baseline,FILE,4,8000.00,20000.00,0.248824,7.618,1.150,120
101982,baseline,FILE,3,3000.00,8000.00,0.034983,29.404,1.150,120
102200,baseline,FILE,2,800.00,3000.00,0.195079,49.686,1.150,120
102200,baseline,FILE,3,3000.00,8000.00,0.140284,29.404,1.150,120
102200,baseline,FILE,4,8000.00,20000.00,0.331301,7.618,1.150,120
102467,baseline,FILE,3,3000.00,8000.00,0.092311,29.404,1.150,120
102666,baseline,FILE,4,8000.00,20000.00,0.203179,7.618,1.150,120
102715,baseline,FILE,2,800.00,3000.00,0.046444,49.686,1.150,120
102716,baseline,FILE,3,3000.00,8000.00,0.228708,29.404,1.150,120
103132,baseline,FILE,1,200.00,800.00,0.187376,52.407,1.150,120
103240,baseline,FILE,2,800.00,3000.00,0.025802,49.686,1.150,120
103240,baseline,FILE,4,8000.00,20000.00,0.102199,7.618,1.150,120
103616,baseline,FILE,2,800.00,3000.00,0.029158,49.686,1.150,120
103980,baseline,FILE,1,200.00,800.00,0.144123,52.407,1.150,120
104030,baseline,FILE,2,800.00,3000.00,0.015609,49.686,1.150,120
104232,baseline,FILE,1,200.00,800.00,0.449169,52.407,1.150,120
104232,baseline,FILE,2,800.00,3000.00,0.041706,49.686,1.150,120
104281,baseline,FILE,4,8000.00,20000.00,0.156735,7.618,1.150,120
104551,baseline,FILE,1,200.00,800.00,0.178248,52.407,1.150,120
104551,baseline,FILE,2,800.00,3000.00,0.004124,49.686,1.150,120
104746,baseline,FILE,2,800.00,3000.00,0.020156,49.686,1.150,120
104746,baseline,FILE,4,8000.00,20000.00,0.453917,7.618,1.150,120
105062,baseline,FILE,1,200.00,800.00,0.206894,52.407,1.150,120
105112,baseline,FILE,4,8000.00,20000.00,0.101599,7.618,1.150,120
105281,baseline,FILE,1,200.00,800.00,0.298746,47.166,1.150,120
105646,baseline,FILE,0,0.00,200.00,0.189967,20.914,1.150,120
105646,baseline,FILE,1,200.00,800.00,0.060796,47.166,1.150,120
105779,baseline,FILE,1,200.00,800.00,0.038787,47.166,1.150,120
105845,baseline,FILE,0,0.00,200.00,0.440609,20.914,1.150,120
105845,baseline,FILE,2,800.00,3000.00,0.017492,49.686,1.150,120
105845,baseline,FILE,4,8000.00,20000.00,0.113467,7.618,1.150,120
105913,baseline,FILE,1,200.00,800.00,0.758060,47.166,1.150,120
106314,baseline,FILE,1,200.00,800.00,0.070613,47.166,1.150,120
106531,baseline,FILE,0,0.00,200.00,0.045846,20.914,1.150,120
106730,baseline,FILE,2,800.00,3000.00,0.105407,49.686,1.150,120
106930,baseline,FILE,2,800.00,3000.00,0.139288,49.686,1.150,120
106931,baseline,FILE,4,8000.00,20000.00,0.518849,7.618,1.150,120
107295,baseline,FILE,4,8000.00,20000.00,0.073024,7.618,1.150,120
107346,baseline,FILE,1,200.00,800.00,0.108519,42.450,1.150,120
107397,baseline,FILE,2,800.00,3000.00,0.024926,49.686,1.150,120
107564,baseline,FILE,4,8000.00,20000.00,0.037143,7.618,1.150,120
107764,baseline,FILE,0,0.00,200.00,0.415674,20.914,1.150,120
107764,baseline,FILE,1,200.00,800.00,0.263941,34.384,1.150,120
107812,baseline,FILE,2,800.00,3000.00,0.081890,49.686,1.150,120
107812,baseline,FILE,4,8000.00,20000.00,0.134022,7.618,1.150,120
108446,baseline,FILE,0,0.00,200.00,0.026758,20.914,1.150,120
108446,baseline,FILE,1,200.00,800.00,0.122149,30.636,1.150,120
108545,baseline,FILE,4,8000.00,20000.00,0.038115,7.618,1.150,120
108597,baseline,FILE,0,0.00,200.00,0.139740,20.914,1.150,120
108714,baseline,FILE,4,8000.00,20000.00,0.395328,7.618,1.150,120
108862,baseline,FILE,2,800.00,3000.00,0.021460,49.686,1.150,120
108862,baseline,FILE,4,8000.00,20000.00,0.354478,7.618,1.150,120
109013,baseline,FILE,2,800.00,3000.00,0.026020,49.686,1.150,120
109179,baseline,FILE,2,800.00,3000.00,0.054210,49.686,1.150,120
109179,baseline,FILE,4,8000.00,20000.00,0.480261,7.618,1.150,120
109429,baseline,FILE,0,0.00,200.00,0.176764,20.914,1.150,120
109429,baseline,FILE,3,3000.00,8000.00,0.037903,29.404,1.150,120
109429,baseline,FILE,4,8000.00,20000.00,0.156062,7.618,1.150,120
109479,baseline,FILE,1,200.00,800.00,0.222739,54.274,1.150,120
109596,baseline,FILE,2,800.00,3000.00,0.023320,49.686,1.150,120
109898,baseline,FILE,2,800.00,3000.00,0.057176,49.686,1.150,120
110214,baseline,FILE,2,800.00,3000.00,0.164191,49.686,1.150,120
110529,baseline,FILE,3,3000.00,8000.00,0.118809,29.404,1.150,120
110629,baseline,FILE,2,800.00,3000.00,0.034072,49.686,1.150,120
111563,baseline,FILE,1,200.00,800.00,0.128635,79.463,1.150,120
111563,baseline,FILE,2,800.00,3000.00,0.053114,49.686,1.150,120
111563,baseline,FILE,4,8000.00,20000.00,0.172901,7.618,1.150,120
111613,baseline,FILE,0,0.00,200.00,0.166635,20.914,1.150,120
112080,baseline,FILE,2,800.00,3000.00,0.109628,49.686,1.150,120
112296,baseline,FILE,2,800.00,3000.00,0.092210,49.686,1.150,120
112296,baseline,FILE,3,3000.00,8000.00,0.101327,29.404,1.150,120
112396,baseline,FILE,4,8000.00,20000.00,0.068163,7.618,1.150,120
112597,baseline,FILE,4,8000.00,20000.00,0.061914,7.618,1.150,120
112863,baseline,FILE,2,800.00,3000.00,0.153727,49.686,1.150,120
112863,baseline,FILE,3,3000.00,8000.00,0.228619,29.404,1.150,120
112863,baseline,FILE,4,8000.00,20000.00,0.062552,7.618,1.150,120
113080,baseline,FILE,2,800.00,3000.00,0.089434,49.686,1.150,120
113080,baseline,FILE,3,3000.00,8000.00,0.108426,29.404,1.150,120
113229,baseline,FILE,4,8000.00,20000.00,0.023391,7.618,1.150,120
113448,baseline,FILE,3,3000.00,8000.00,0.020424,29.404,1.150,120
113647,baseline,FILE,2,800.00,3000.00,0.095926,49.686,1.150,120
113647,baseline,FILE,3,3000.00,8000.00,0.045129,29.404,1.150,120
113698,baseline,FILE,4,8000.00,20000.00,0.044510,7.618,1.150,120
113914,baseline,FILE,2,800.00,3000.00,0.199899,49.686,1.150,120
113915,baseline,FILE,3,3000.00,8000.00,0.076090,29.404,1.150,120
113915,baseline,FILE,4,8000.00,20000.00,0.029982,7.618,1.150,120
114046,baseline,FILE,4,8000.00,20000.00,0.113321,7.618,1.150,120
114331,baseline,FILE,4,8000.00,20000.00,0.102727,7.618,1.150,120
114480,baseline,FILE,4,8000.00,20000.00,0.039534,7.618,1.150,120
114648,baseline,FILE,2,800.00,3000.00,0.182250,49.686,1.150,120
114648,baseline,FILE,3,3000.00,8000.00,0.144483,29.404,1.150,120
114797,baseline,FILE,4,8000.00,20000.00,0.024127,7.618,1.150,120
115780,baseline,FILE,1,200.00,800.00,0.097038,79.463,1.150,120
115781,baseline,FILE,2,800.00,3000.00,0.059392,49.686,1.150,120
115781,baseline,FILE,3,3000.00,8000.00,0.081559,29.404,1.150,120
115781,baseline,FILE,4,8000.00,20000.00,0.253436,7.618,1.150,120
115947,baseline,FILE,0,0.00,200.00,0.014154,20.914,1.150,120
121267,MARK,mark-2
122397,baseline,FILE,0,0.00,200.00,0.231034,20.914,1.150,120
123030,baseline,FILE,0,0.00,200.00,0.249137,20.914,1.150,120
123166,baseline,FILE,0,0.00,200.00,0.358755,20.914,1.150,120
123647,baseline,FILE,0,0.00,200.00,0.262148,20.914,1.150,120
124181,baseline,FILE,0,0.00,200.00,0.325723,20.914,1.150,120
124181,baseline,FILE,1,200.00,800.00,0.073747,79.463,1.150,120
124230,baseline,FILE,4,8000.00,20000.00,0.095859,7.618,1.150,120
124431,baseline,FILE,1,200.00,800.00,0.177729,79.463,1.150,120
124648,baseline,FILE,3,3000.00,8000.00,0.199500,29.404,1.150,120
124797,baseline,FILE,1,200.00,800.00,0.082312,79.463,1.150,120
124915,baseline,FILE,3,3000.00,8000.00,0.207650,29.404,1.150,120
125116,baseline,FILE,1,200.00,800.00,0.191095,79.463,1.150,120
125117,baseline,FILE,3,3000.00,8000.00,0.204082,29.404,1.150,120
125366,baseline,FILE,3,3000.00,8000.00,0.210929,29.404,1.150,120
125732,baseline,FILE,1,200.00,800.00,0.117743,79.463,1.150,120
125998,baseline,FILE,0,0.00,200.00,0.338751,20.914,1.150,120
126049,baseline,FILE,1,200.00,800.00,0.069690,79.463,1.150,120
126197,baseline,FILE,1,200.00,800.00,0.056133,79.463,1.150,120
126198,baseline,FILE,3,3000.00,8000.00,0.024786,29.404,1.150,120
126983,baseline,FILE,4,8000.00,20000.00,0.189137,7.618,1.150,120
127398,baseline,FILE,2,800.00,3000.00,0.019008,86.271,1.150,120
128901,baseline,FILE,4,8000.00,20000.00,0.032648,7.618,1.150,120
129033,baseline,FILE,4,8000.00,20000.00,0.030507,7.618,1.150,120
129533,baseline,FILE,4,8000.00,20000.00,0.002033,7.618,1.150,120
129848,baseline,FILE,4,8000.00,20000.00,0.004426,7.618,1.150,120
130316,baseline,FILE,4,8000.00,20000.00,0.009030,7.618,1.150,120
131782,baseline,FILE,1,200.00,800.00,0.019883,79.463,1.150,120
131782,baseline,FILE,4,8000.00,20000.00,0.018276,7.618,1.150,120
131933,baseline,FILE,4,8000.00,20000.00,0.100547,7.618,1.150,120
131983,baseline,FILE,0,0.00,200.00,0.002624,20.914,1.150,120
133016,baseline,FILE,4,8000.00,20000.00,0.020018,7.618,1.150,120
133067,baseline,FILE,1,200.00,800.00,0.032477,79.463,1.150,120
133067,baseline,FILE,2,800.00,3000.00,0.024673,86.271,1.150,120
133067,baseline,FILE,3,3000.00,8000.00,0.005712,29.404,1.150,120
133234,baseline,FILE,2,800.00,3000.00,0.161391,86.271,1.150,120
133434,baseline,FILE,0,0.00,200.00,0.175510,20.914,1.150,120
134268,baseline,FILE,4,8000.00,20000.00,0.027325,7.618,1.150,120
134401,baseline,FILE,4,8000.00,20000.00,0.052267,7.618,1.150,120
134584,baseline,FILE,2,800.00,3000.00,0.022018,86.271,1.150,120
135267,baseline,FILE,2,800.00,3000.00,0.001587,86.271,1.150,120
135401,baseline,FILE,2,800.00,3000.00,0.001735,86.271,1.150,120
135568,baseline,FILE,0,0.00,200.00,0.389103,20.914,1.150,120
135633,baseline,FILE,2,800.00,3000.00,0.013317,86.271,1.150,120
135783,baseline,FILE,0,0.00,200.00,0.213304,20.914,1.150,120
135833,baseline,FILE,2,800.00,3000.00,0.032393,86.271,1.150,120
136249,baseline,FILE,2,800.00,3000.00,0.023484,86.271,1.150,120
137384,baseline,FILE,0,0.00,200.00,0.241874,20.914,1.150,120
137600,baseline,FILE,0,0.00,200.00,0.479028,20.914,1.150,120
137900,baseline,FILE,0,0.00,200.00,0.153434,20.914,1.150,120
138386,baseline,FILE,0,0.00,200.00,0.498704,20.914,1.150,120
139738,baseline,FILE,2,800.00,3000.00,0.035138,86.271,1.150,120
140104,baseline,FILE,0,0.00,200.00,0.231258,20.914,1.150,120
140104,baseline,FILE,1,200.00,800.00,0.053541,79.463,1.150,120
140154,baseline,FILE,2,800.00,3000.00,0.053089,86.271,1.150,120
140253,baseline,FILE,0,0.00,200.00,0.410871,20.914,1.150,120
140376,MARK,mark-3
140670,baseline,FILE,2,800.00,3000.00,0.031321,86.271,1.150,120
140888,baseline,FILE,0,0.00,200.00,0.308637,20.914,1.150,120
140888,baseline,FILE,4,8000.00,20000.00,0.244240,7.618,1.150,120
141021,baseline,FILE,4,8000.00,20000.00,0.132737,7.618,1.150,120
141087,baseline,FILE,0,0.00,200.00,0.064833,20.914,1.150,120
141503,baseline,FILE,0,0.00,200.00,0.072823,20.914,1.150,120
141503,baseline,FILE,3,3000.00,8000.00,0.025445,47.355,1.150,120
141922,baseline,FILE,0,0.00,200.00,0.005785,20.914,1.150,120
141923,baseline,FILE,1,200.00,800.00,0.019240,79.463,1.150,120
142021,baseline,FILE,4,8000.00,20000.00,0.048493,7.618,1.150,120
142121,baseline,FILE,1,200.00,800.00,0.012173,79.463,1.150,120
142288,baseline,FILE,4,8000.00,20000.00,0.016401,7.618,1.150,120
142606,baseline,FILE,4,8000.00,20000.00,0.011813,7.618,1.150,120
142855,baseline,FILE,0,0.00,200.00,0.004099,20.914,1.150,120
143172,baseline,FILE,4,8000.00,20000.00,0.002868,7.618,1.150,120
143588,baseline,FILE,0,0.00,200.00,0.008026,20.914,1.150,120
143638,baseline,FILE,4,8000.00,20000.00,0.012572,7.618,1.150,120
143788,baseline,FILE,4,8000.00,20000.00,0.082293,7.618,1.150,120
144913,MARK,mark-4
145456,baseline,FILE,4,8000.00,20000.00,0.014320,7.618,1.150,120
145673,baseline,FILE,4,8000.00,20000.00,0.008524,7.618,1.150,120
146090,baseline,FILE,4,8000.00,20000.00,0.011071,7.618,1.150,120
146391,baseline,FILE,4,8000.00,20000.00,0.017165,7.618,1.150,120
147025,baseline,FILE,4,8000.00,20000.00,0.077554,7.618,1.150,120
147227,baseline,FILE,1,200.00,800.00,0.009549,79.463,1.150,120
147276,baseline,FILE,0,0.00,200.00,0.002446,20.914,1.150,120
147428,baseline,FILE,1,200.00,800.00,0.018192,79.463,1.150,120
147428,baseline,FILE,3,3000.00,8000.00,0.000379,42.194,1.150,120
147428,baseline,FILE,4,8000.00,20000.00,0.096556,7.618,1.150,120
147693,baseline,FILE,4,8000.00,20000.00,0.113554,7.618,1.150,120
147843,baseline,FILE,4,8000.00,20000.00,0.056671,7.618,1.150,120
148011,baseline,FILE,1,200.00,800.00,0.010753,79.463,1.150,120
148060,baseline,FILE,4,8000.00,20000.00,0.152049,7.618,1.150,120
148268,baseline,FILE,4,8000.00,20000.00,0.072389,7.618,1.150,120
148585,baseline,FILE,1,200.00,800.00,0.004350,79.463,1.150,120
148585,baseline,FILE,4,8000.00,20000.00,0.063741,7.618,1.150,120
148952,baseline,FILE,4,8000.00,20000.00,0.006393,7.618,1.150,120
149102,baseline,FILE,1,200.00,800.00,0.003394,79.463,1.150,120
149102,baseline,FILE,4,8000.00,20000.00,0.059202,7.618,1.150,120
149786,baseline,FILE,4,8000.00,20000.00,0.053272,7.618,1.150,120
149934,baseline,FILE,0,0.00,200.00,0.031102,20.914,1.150,120
149934,baseline,FILE,4,8000.00,20000.00,0.032274,7.618,1.150,120
150103,baseline,FILE,4,8000.00,20000.00,0.007510,7.618,1.150,120
150301,baseline,FILE,4,8000.00,20000.00,0.047034,7.618,1.150,120
150468,baseline,FILE,4,8000.00,20000.00,0.074560,7.618,1.150,120
150602,baseline,FILE,4,8000.00,20000.00,0.067277,7.618,1.150,120
150669,baseline,FILE,1,200.00,800.00,0.002821,79.463,1.150,120
150736,baseline,FILE,4,8000.00,20000.00,0.040521,7.618,1.150,120
150936,baseline,FILE,4,8000.00,20000.00,0.039313,7.618,1.150,120
151086,baseline,FILE,4,8000.00,20000.00,0.120817,7.618,1.150,120
151236,baseline,FILE,4,8000.00,20000.00,0.088922,7.618,1.150,120
151553,baseline,FILE,1,200.00,800.00,0.009388,79.463,1.150,120
151752,baseline,FILE,4,8000.00,20000.00,0.014771,7.618,1.150,120
152236,baseline,FILE,4,8000.00,20000.00,0.157822,7.618,1.150,120
152285,baseline,FILE,1,200.00,800.00,0.003250,79.463,1.150,120
152535,baseline,FILE,1,200.00,800.00,0.003447,79.463,1.150,120
152753,baseline,FILE,4,8000.00,20000.00,0.053081,7.618,1.150,120
152803,baseline,FILE,1,200.00,800.00,0.024941,79.463,1.150,120
152886,baseline,FILE,4,8000.00,20000.00,0.072401,7.618,1.150,120
153170,baseline,FILE,0,0.00,200.00,0.183306,20.914,1.150,120
153170,baseline,FILE,1,200.00,800.00,0.087905,79.463,1.150,120
153170,baseline,FILE,3,3000.00,8000.00,0.017035,42.194,1.150,120
153170,baseline,FILE,4,8000.00,20000.00,0.148846,7.618,1.150,120
153303,baseline,FILE,0,0.00,200.00,0.151436,20.914,1.150,120
153486,baseline,FILE,1,200.00,800.00,0.038280,79.463,1.150,120
153486,baseline,FILE,4,8000.00,20000.00,0.084172,7.618,1.150,120
153687,baseline,FILE,1,200.00,800.00,0.032639,79.463,1.150,120
153687,baseline,FILE,3,3000.00,8000.00,0.000949,42.194,1.150,120
153902,baseline,FILE,4,8000.00,20000.00,0.203847,7.618,1.150,120
154002,baseline,FILE,1,200.00,800.00,0.075967,79.463,1.150,120
154002,baseline,FILE,3,3000.00,8000.00,0.018765,42.194,1.150,120
