t_ms,condition,mode,band,f_lo,f_hi,energyN,threshold,hysteresis,cooldown_ms
183791,baseline,FILE,4,8000.00,20000.00,0.131907,8.259,1.150,120
183859,baseline,FILE,2,800.00,3000.00,0.071419,63.738,1.150,120
184108,baseline,FILE,4,8000.00,20000.00,0.478147,8.259,1.150,120
185109,baseline,FILE,0,0.00,200.00,0.212568,11.597,1.150,120
185109,baseline,FILE,4,8000.00,20000.00,0.071917,8.259,1.150,120
185209,baseline,FILE,1,200.00,800.00,0.135445,65.899,1.150,120
185210,baseline,FILE,2,800.00,3000.00,0.018814,63.738,1.150,120
185543,MARK,mark-1
185826,baseline,FILE,0,0.00,200.00,0.686505,11.597,1.150,120
185826,baseline,FILE,1,200.00,800.00,0.100026,65.899,1.150,120
185826,baseline,FILE,4,8000.00,20000.00,0.147774,8.259,1.150,120
185942,baseline,FILE,2,800.00,3000.00,0.039022,63.738,1.150,120
186093,baseline,FILE,4,8000.00,20000.00,0.629724,8.259,1.150,120
186142,baseline,FILE,2,800.00,3000.00,0.010492,70.112,1.150,120
186342,baseline,FILE,4,8000.00,20000.00,0.213031,8.259,1.150,120
186557,baseline,FILE,0,0.00,200.00,0.431738,11.597,1.150,120
186658,baseline,FILE,1,200.00,800.00,0.030703,65.899,1.150,120
187657,baseline,FILE,3,3000.00,8000.00,0.020089,23.444,1.150,120
187923,baseline,FILE,3,3000.00,8000.00,0.020756,23.444,1.150,120
188225,baseline,FILE,3,3000.00,8000.00,0.035204,23.444,1.150,120
190095,MARK,mark-2
190975,baseline,FILE,0,0.00,200.00,0.228866,11.597,1.150,120
190975,baseline,FILE,3,3000.00,8000.00,0.022127,23.444,1.150,120
191024,baseline,FILE,1,200.00,800.00,0.193588,65.899,1.150,120
191024,baseline,FILE,4,8000.00,20000.00,0.349687,8.259,1.150,120
191174,baseline,FILE,2,800.00,3000.00,0.013432,68.030,1.150,120
191174,baseline,FILE,3,3000.00,8000.00,0.426234,23.444,1.150,120
191444,baseline,FILE,1,200.00,800.00,0.117268,65.899,1.150,120
191444,baseline,FILE,4,8000.00,20000.00,0.053966,8.259,1.150,120
191491,baseline,FILE,2,800.00,3000.00,0.022602,68.030,1.150,120
191808,baseline,FILE,0,0.00,200.00,0.521779,11.597,1.150,120
191808,baseline,FILE,4,8000.00,20000.00,0.034549,8.259,1.150,120
191859,baseline,FILE,1,200.00,800.00,0.092008,65.899,1.150,120
192008,baseline,FILE,1,200.00,800.00,0.056847,65.899,1.150,120
192008,baseline,FILE,4,8000.00,20000.00,0.034480,8.259,1.150,120
192142,baseline,FILE,1,200.00,800.00,0.219719,65.899,1.150,120
192324,baseline,FILE,1,200.00,800.00,0.087618,65.899,1.150,120
192324,baseline,FILE,4,8000.00,20000.00,0.211571,8.259,1.150,120
192542,baseline,FILE,1,200.00,800.00,0.103997,65.899,1.150,120
192542,baseline,FILE,4,8000.00,20000.00,0.175775,8.259,1.150,120
192793,baseline,FILE,4,8000.00,20000.00,0.139003,8.259,1.150,120
192844,baseline,FILE,2,800.00,3000.00,0.030661,68.030,1.150,120
193111,baseline,FILE,4,8000.00,20000.00,0.172242,8.259,1.150,120
193159,baseline,FILE,1,200.00,800.00,0.097835,65.899,1.150,120
193410,baseline,FILE,1,200.00,800.00,0.052431,65.899,1.150,120
193410,baseline,FILE,4,8000.00,20000.00,0.108551,8.259,1.150,120
193628,baseline,FILE,4,8000.00,20000.00,0.552926,8.259,1.150,120
194044,baseline,FILE,2,800.00,3000.00,0.034836,68.030,1.150,120
194411,baseline,FILE,4,8000.00,20000.00,0.226154,8.259,1.150,120
194560,baseline,FILE,3,3000.00,8000.00,0.126190,23.444,1.150,120
194611,baseline,FILE,4,8000.00,20000.00,0.249270,8.259,1.150,120
194928,baseline,FILE,1,200.00,800.00,0.201466,65.899,1.150,120
194928,baseline,FILE,2,800.00,3000.00,0.042873,68.030,1.150,120
195078,baseline,FILE,1,200.00,800.00,0.121146,65.899,1.150,120
195644,baseline,FILE,4,8000.00,20000.00,0.195737,8.259,1.150,120
195810,baseline,FILE,4,8000.00,20000.00,0.126688,8.259,1.150,120
196178,baseline,FILE,4,8000.00,20000.00,0.080498,8.259,1.150,120
196327,baseline,FILE,1,200.00,800.00,0.041941,65.899,1.150,120
196444,baseline,FILE,4,8000.00,20000.00,0.218304,8.259,1.150,120
196745,baseline,FILE,2,800.00,3000.00,0.042615,68.030,1.150,120
196745,baseline,FILE,3,3000.00,8000.00,0.176620,28.367,1.150,120
196896,baseline,FILE,4,8000.00,20000.00,0.495043,8.259,1.150,120
196994,baseline,FILE,3,3000.00,8000.00,0.085142,28.367,1.150,120
197162,baseline,FILE,4,8000.00,20000.00,0.204892,8.259,1.150,120
197261,baseline,FILE,3,3000.00,8000.00,0.040725,28.367,1.150,120
197460,baseline,FILE,1,200.00,800.00,0.149085,65.899,1.150,120
197460,baseline,FILE,2,800.00,3000.00,0.106418,68.030,1.150,120
197460,baseline,FILE,3,3000.00,8000.00,0.150892,28.367,1.150,120
197460,baseline,FILE,4,8000.00,20000.00,0.290388,8.259,1.150,120
197711,baseline,FILE,3,3000.00,8000.00,0.133050,28.367,1.150,120
197929,baseline,FILE,4,8000.00,20000.00,0.163305,8.259,1.150,120
197978,baseline,FILE,2,800.00,3000.00,0.026747,68.030,1.150,120
197978,baseline,FILE,3,3000.00,8000.00,0.263264,28.367,1.150,120
198346,MARK,mark-3
198396,baseline,FILE,1,200.00,800.00,0.104175,65.899,1.150,120
198396,baseline,FILE,4,8000.00,20000.00,0.088898,8.259,1.150,120
198709,baseline,FILE,4,8000.00,20000.00,0.203617,8.259,1.150,120
198760,baseline,FILE,1,200.00,800.00,0.081308,65.899,1.150,120
199061,baseline,FILE,4,8000.00,20000.00,0.172897,8.259,1.150,120
199278,baseline,FILE,1,200.00,800.00,0.023939,65.899,1.150,120
199278,baseline,FILE,4,8000.00,20000.00,0.034421,8.259,1.150,120
199495,baseline,FILE,1,200.00,800.00,0.363635,65.899,1.150,120
199543,baseline,FILE,4,8000.00,20000.00,0.145857,8.259,1.150,120
199676,baseline,FILE,4,8000.00,20000.00,0.382104,8.259,1.150,120
199845,baseline,FILE,1,200.00,800.00,0.070712,65.899,1.150,120
199845,baseline,FILE,4,8000.00,20000.00,0.271237,8.259,1.150,120
199995,baseline,FILE,1,200.00,800.00,0.386752,65.899,1.150,120
199995,baseline,FILE,4,8000.00,20000.00,0.383006,8.259,1.150,120
200310,baseline,FILE,1,200.00,800.00,0.152559,65.899,1.150,120
200361,baseline,FILE,4,8000.00,20000.00,0.125217,8.259,1.150,120
200562,baseline,FILE,1,200.00,800.00,0.162411,65.899,1.150,120
200562,baseline,FILE,4,8000.00,20000.00,0.094180,8.259,1.150,120
201127,baseline,FILE,1,200.00,800.00,0.197886,65.899,1.150,120
201127,baseline,FILE,4,8000.00,20000.00,0.093342,8.259,1.150,120
201177,baseline,FILE,2,800.00,3000.00,0.010482,68.030,1.150,120
201595,baseline,FILE,0,0.00,200.00,0.076746,11.597,1.150,120
201762,baseline,FILE,1,200.00,800.00,0.130750,65.899,1.150,120
201812,baseline,FILE,4,8000.00,20000.00,0.024439,8.259,1.150,120
202010,baseline,FILE,2,800.00,3000.00,0.040784,68.030,1.150,120
202010,baseline,FILE,4,8000.00,20000.00,0.329365,8.259,1.150,120
202178,baseline,FILE,2,800.00,3000.00,0.053720,68.030,1.150,120
202378,baseline,FILE,4,8000.00,20000.00,0.251539,8.259,1.150,120
202645,baseline,FILE,1,200.00,800.00,0.060440,65.899,1.150,120
202645,baseline,FILE,4,8000.00,20000.00,0.026081,8.259,1.150,120
202843,baseline,FILE,4,8000.00,20000.00,0.036792,8.259,1.150,120
203063,baseline,FILE,0,0.00,200.00,0.424339,11.597,1.150,120
203063,baseline,FILE,1,200.00,800.00,0.139724,65.899,1.150,120
203063,baseline,FILE,2,800.00,3000.00,0.022552,68.030,1.150,120
203063,baseline,FILE,4,8000.00,20000.00,0.112628,8.259,1.150,120
203728,baseline,FILE,0,0.00,200.00,0.129224,12.756,1.150,120
203829,baseline,FILE,4,8000.00,20000.00,0.021496,8.259,1.150,120
203844,baseline,FILE,1,200.00,800.00,0.046872,65.899,1.150,120
203961,baseline,FILE,4,8000.00,20000.00,0.532930,8.259,1.150,120
203978,baseline,FILE,1,200.00,800.00,0.039161,65.899,1.150,120
204145,baseline,FILE,4,8000.00,20000.00,0.400440,8.259,1.150,120
204410,baseline,FILE,4,8000.00,20000.00,0.502055,8.259,1.150,120
204729,baseline,FILE,3,3000.00,8000.00,0.045002,28.367,1.150,120
204729,baseline,FILE,4,8000.00,20000.00,0.138198,8.259,1.150,120
204779,baseline,FILE,1,200.00,800.00,0.097717,65.899,1.150,120
204877,baseline,FILE,3,3000.00,8000.00,0.072628,28.367,1.150,120
204877,baseline,FILE,4,8000.00,20000.00,0.454900,8.259,1.150,120
205076,baseline,FILE,4,8000.00,20000.00,0.319064,8.259,1.150,120
205112,MARK,mark-4
205228,baseline,FILE,2,800.00,3000.00,0.012612,68.030,1.150,120
205361,baseline,FILE,2,800.00,3000.00,0.076642,68.030,1.150,120
205495,baseline,FILE,2,800.00,3000.00,0.057244,68.030,1.150,120
205763,baseline,FILE,3,3000.00,8000.00,0.144657,28.367,1.150,120
205963,baseline,FILE,2,800.00,3000.00,0.004985,68.030,1.150,120
206110,baseline,FILE,2,800.00,3000.00,0.022409,68.030,1.150,120
206244,baseline,FILE,2,800.00,3000.00,0.064471,68.030,1.150,120
206845,baseline,FILE,1,200.00,800.00,0.183295,65.899,1.150,120
206845,baseline,FILE,4,8000.00,20000.00,0.148562,8.259,1.150,120
206896,baseline,FILE,0,0.00,200.00,0.145240,22.598,1.150,120
206896,baseline,FILE,2,800.00,3000.00,0.053185,68.030,1.150,120
207312,baseline,FILE,4,8000.00,20000.00,0.042248,8.259,1.150,120
207362,baseline,FILE,2,800.00,3000.00,0.042808,68.030,1.150,120
207579,baseline,FILE,3,3000.00,8000.00,0.107439,28.367,1.150,120
207628,baseline,FILE,2,800.00,3000.00,0.071668,68.030,1.150,120
207678,baseline,FILE,4,8000.00,20000.00,0.051687,8.259,1.150,120
207879,baseline,FILE,4,8000.00,20000.00,0.143892,8.259,1.150,120
208146,baseline,FILE,2,800.00,3000.00,0.079747,68.030,1.150,120
208146,baseline,FILE,3,3000.00,8000.00,0.255810,28.367,1.150,120
208146,baseline,FILE,4,8000.00,20000.00,0.058981,8.259,1.150,120
208345,baseline,FILE,3,3000.00,8000.00,0.133964,28.367,1.150,120
208411,baseline,FILE,2,800.00,3000.00,0.015798,68.030,1.150,120
208511,baseline,FILE,4,8000.00,20000.00,0.010778,8.259,1.150,120
208561,baseline,FILE,1,200.00,800.00,0.000749,65.899,1.150,120
208710,baseline,FILE,2,800.00,3000.00,0.040011,68.030,1.150,120
208710,baseline,FILE,3,3000.00,8000.00,0.029444,28.367,1.150,120
208928,baseline,FILE,2,800.00,3000.00,0.023254,68.030,1.150,120
208928,baseline,FILE,3,3000.00,8000.00,0.061915,28.367,1.150,120
208978,baseline,FILE,4,8000.00,20000.00,0.030069,8.259,1.150,120
209245,baseline,FILE,3,3000.00,8000.00,0.016679,28.367,1.150,120
209296,baseline,FILE,2,800.00,3000.00,0.048182,68.030,1.150,120
209296,baseline,FILE,4,8000.00,20000.00,0.043041,8.259,1.150,120
209594,baseline,FILE,4,8000.00,20000.00,0.066887,8.259,1.150,120
209610,baseline,FILE,2,800.00,3000.00,0.116971,68.030,1.150,120
209912,baseline,FILE,2,800.00,3000.00,0.074990,68.030,1.150,120
209912,baseline,FILE,3,3000.00,8000.00,0.157603,28.367,1.150,120
210061,baseline,FILE,4,8000.00,20000.00,0.011324,8.259,1.150,120
210195,baseline,FILE,4,8000.00,20000.00,0.018154,8.259,1.150,120
210547,baseline,FILE,4,8000.00,20000.00,0.066809,8.259,1.150,120
211062,baseline,FILE,1,200.00,800.00,0.144456,65.899,1.150,120
211062,baseline,FILE,3,3000.00,8000.00,0.089091,28.367,1.150,120
211062,baseline,FILE,4,8000.00,20000.00,0.222982,8.259,1.150,120
211112,baseline,FILE,2,800.00,3000.00,0.028810,68.030,1.150,120
211213,baseline,FILE,0,0.00,200.00,0.003162,22.598,1.150,120
212896,baseline,FILE,4,8000.00,20000.00,0.498867,8.259,1.150,120
213479,baseline,FILE,4,8000.00,20000.00,0.753381,8.259,1.150,120
213730,baseline,FILE,4,8000.00,20000.00,0.600768,8.259,1.150,120
214780,baseline,FILE,4,8000.00,20000.00,0.751630,8.259,1.150,120
214996,baseline,FILE,4,8000.00,20000.00,0.542787,8.259,1.150,120
