t_ms,condition,mode,band,f_lo,f_hi,energyN,threshold,hysteresis,cooldown_ms
112371,baseline,FILE,4,8000.00,20000.00,0.008914,7.107,1.150,120
112570,baseline,FILE,2,800.00,3000.00,0.063106,31.243,1.150,120
112935,baseline,FILE,2,800.00,3000.00,0.010610,31.243,1.150,120
112936,baseline,FILE,4,8000.00,20000.00,0.031075,7.107,1.150,120
113036,baseline,FILE,0,0.00,200.00,0.062396,9.703,1.150,120
113086,baseline,FILE,1,200.00,800.00,0.018251,117.551,1.150,120
113255,baseline,FILE,0,0.00,200.00,0.115523,9.703,1.150,120
113255,baseline,FILE,1,200.00,800.00,0.029907,117.551,1.150,120
113353,baseline,FILE,3,3000.00,8000.00,0.003814,69.851,1.150,120
113819,baseline,FILE,1,200.00,800.00,0.025617,117.551,1.150,120
114137,baseline,FILE,1,200.00,800.00,0.034769,117.551,1.150,120
114187,baseline,FILE,4,8000.00,20000.00,0.037374,7.107,1.150,120
114503,baseline,FILE,3,3000.00,8000.00,0.001017,69.851,1.150,120
114971,baseline,FILE,1,200.00,800.00,0.019589,117.551,1.150,120
115553,baseline,FILE,1,200.00,800.00,0.008755,117.551,1.150,120
116153,baseline,FILE,3,3000.00,8000.00,0.002313,69.851,1.150,120
117104,baseline,FILE,0,0.00,200.00,0.013069,9.703,1.150,120
117237,baseline,FILE,0,0.00,200.00,0.007007,9.703,1.150,120
117353,baseline,FILE,3,3000.00,8000.00,0.018684,69.851,1.150,120
117837,baseline,FILE,3,3000.00,8000.00,0.020843,69.851,1.150,120
118137,baseline,FILE,3,3000.00,8000.00,0.051473,69.851,1.150,120
118819,baseline,FILE,3,3000.00,8000.00,0.005969,69.851,1.150,120
119237,baseline,FILE,3,3000.00,8000.00,0.011684,69.851,1.150,120
119653,baseline,FILE,1,200.00,800.00,0.044456,117.551,1.150,120
119804,baseline,FILE,1,200.00,800.00,0.029991,117.551,1.150,120
120021,baseline,FILE,1,200.00,800.00,0.047864,117.551,1.150,120
120071,baseline,FILE,3,3000.00,8000.00,0.016799,69.851,1.150,120
120220,baseline,FILE,1,200.00,800.00,0.050402,117.551,1.150,120
120539,baseline,FILE,1,200.00,800.00,0.032279,117.551,1.150,120
120587,baseline,FILE,3,3000.00,8000.00,0.030698,69.851,1.150,120
120904,baseline,FILE,1,200.00,800.00,0.038596,117.551,1.150,120
121056,baseline,FILE,1,200.00,800.00,0.065879,117.551,1.150,120
121422,baseline,FILE,4,8000.00,20000.00,0.069734,7.107,1.150,120
121888,baseline,FILE,4,8000.00,20000.00,0.008065,7.107,1.150,120
122204,baseline,FILE,4,8000.00,20000.00,0.028748,7.107,1.150,120
122405,baseline,FILE,4,8000.00,20000.00,0.019609,7.107,1.150,120
122537,baseline,FILE,4,8000.00,20000.00,0.037711,7.107,1.150,120
122570,baseline,FILE,0,0.00,200.00,0.062355,9.703,1.150,120
122921,baseline,FILE,4,8000.00,20000.00,0.002945,7.107,1.150,120
123055,baseline,FILE,4,8000.00,20000.00,0.011114,7.107,1.150,120
123488,baseline,FILE,4,8000.00,20000.00,0.009944,7.107,1.150,120
123705,baseline,FILE,4,8000.00,20000.00,0.103031,7.107,1.150,120
123905,baseline,FILE,4,8000.00,20000.00,0.079362,7.107,1.150,120
124337,baseline,FILE,0,0.00,200.00,0.128091,9.703,1.150,120
124755,baseline,FILE,4,8000.00,20000.00,0.007665,7.107,1.150,120
125122,baseline,FILE,0,0.00,200.00,0.061557,9.703,1.150,120
125172,baseline,FILE,4,8000.00,20000.00,0.001786,7.107,1.150,120
125371,baseline,FILE,4,8000.00,20000.00,0.025323,7.107,1.150,120
125638,baseline,FILE,0,0.00,200.00,0.060044,9.703,1.150,120
125839,baseline,FILE,2,800.00,3000.00,0.033597,31.243,1.150,120
125989,baseline,FILE,0,0.00,200.00,0.126971,9.703,1.150,120
125989,baseline,FILE,4,8000.00,20000.00,0.021358,7.107,1.150,120
126189,baseline,FILE,4,8000.00,20000.00,0.055609,7.107,1.150,120
126320,baseline,FILE,4,8000.00,20000.00,0.027235,7.107,1.150,120
126722,baseline,FILE,0,0.00,200.00,0.042298,9.703,1.150,120
126921,baseline,FILE,2,800.00,3000.00,0.044703,31.243,1.150,120
126921,baseline,FILE,4,8000.00,20000.00,0.093470,7.107,1.150,120
127054,baseline,FILE,2,800.00,3000.00,0.024837,31.243,1.150,120
127054,baseline,FILE,4,8000.00,20000.00,0.067102,7.107,1.150,120
127138,baseline,FILE,1,200.00,800.00,0.013880,77.125,1.150,120
127288,baseline,FILE,1,200.00,800.00,0.012668,69.413,1.150,120
127288,baseline,FILE,2,800.00,3000.00,0.021457,31.243,1.150,120
127338,baseline,FILE,4,8000.00,20000.00,0.112936,7.107,1.150,120
127556,baseline,FILE,0,0.00,200.00,0.090596,9.703,1.150,120
127606,baseline,FILE,4,8000.00,20000.00,0.135913,7.107,1.150,120
127689,baseline,FILE,0,0.00,200.00,0.044723,9.703,1.150,120
127823,baseline,FILE,0,0.00,200.00,0.099714,9.703,1.150,120
127923,baseline,FILE,1,200.00,800.00,0.032475,69.413,1.150,120
127923,baseline,FILE,4,8000.00,20000.00,0.082647,7.107,1.150,120
127973,baseline,FILE,2,800.00,3000.00,0.033326,31.243,1.150,120
128171,baseline,FILE,4,8000.00,20000.00,0.090298,7.107,1.150,120
128223,baseline,FILE,1,200.00,800.00,0.037216,69.413,1.150,120
128372,baseline,FILE,1,200.00,800.00,0.023008,69.413,1.150,120
128472,baseline,FILE,2,800.00,3000.00,0.012283,31.243,1.150,120
128472,baseline,FILE,4,8000.00,20000.00,0.082348,7.107,1.150,120
128855,baseline,FILE,4,8000.00,20000.00,0.017392,7.107,1.150,120
129005,baseline,FILE,1,200.00,800.00,0.023797,69.413,1.150,120
129055,baseline,FILE,2,800.00,3000.00,0.003376,31.243,1.150,120
129272,baseline,FILE,1,200.00,800.00,0.031268,69.413,1.150,120
129273,baseline,FILE,2,800.00,3000.00,0.078833,31.243,1.150,120
129623,baseline,FILE,4,8000.00,20000.00,0.015352,7.107,1.150,120
129721,baseline,FILE,0,0.00,200.00,0.014792,9.703,1.150,120
129788,baseline,FILE,2,800.00,3000.00,0.017630,31.243,1.150,120
129838,baseline,FILE,4,8000.00,20000.00,0.038916,7.107,1.150,120
130039,baseline,FILE,0,0.00,200.00,0.127439,9.703,1.150,120
130206,baseline,FILE,1,200.00,800.00,0.007974,69.413,1.150,120
130206,baseline,FILE,4,8000.00,20000.00,0.059870,7.107,1.150,120
130355,baseline,FILE,0,0.00,200.00,0.077787,9.703,1.150,120
130406,baseline,FILE,4,8000.00,20000.00,0.073852,7.107,1.150,120
130488,baseline,FILE,0,0.00,200.00,0.118258,9.703,1.150,120
130506,baseline,FILE,2,800.00,3000.00,0.060306,31.243,1.150,120
130572,baseline,FILE,1,200.00,800.00,0.023464,69.413,1.150,120
130621,baseline,FILE,0,0.00,200.00,0.046680,9.703,1.150,120
130622,baseline,FILE,4,8000.00,20000.00,0.049462,7.107,1.150,120
130874,baseline,FILE,2,800.00,3000.00,0.048020,31.243,1.150,120
130990,baseline,FILE,0,0.00,200.00,0.054796,9.703,1.150,120
130990,baseline,FILE,4,8000.00,20000.00,0.153981,7.107,1.150,120
131140,baseline,FILE,1,200.00,800.00,0.014705,69.413,1.150,120
131454,baseline,FILE,0,0.00,200.00,0.119294,9.703,1.150,120
131454,baseline,FILE,1,200.00,800.00,0.032702,69.413,1.150,120
131454,baseline,FILE,2,800.00,3000.00,0.048725,31.243,1.150,120
131555,baseline,FILE,4,8000.00,20000.00,0.006468,7.107,1.150,120
131656,baseline,FILE,1,200.00,800.00,0.017137,69.413,1.150,120
131656,baseline,FILE,2,800.00,3000.00,0.060078,31.243,1.150,120
131688,baseline,FILE,4,8000.00,20000.00,0.297352,7.107,1.150,120
131772,baseline,FILE,0,0.00,200.00,0.092652,9.703,1.150,120
131872,baseline,FILE,2,800.00,3000.00,0.058119,31.243,1.150,120
132172,baseline,FILE,4,8000.00,20000.00,0.174499,7.107,1.150,120
132223,baseline,FILE,0,0.00,200.00,0.115791,9.703,1.150,120
132223,baseline,FILE,1,200.00,800.00,0.007462,69.413,1.150,120
132223,baseline,FILE,2,800.00,3000.00,0.026679,31.243,1.150,120
132355,baseline,FILE,0,0.00,200.00,0.109347,9.703,1.150,120
132389,baseline,FILE,2,800.00,3000.00,0.014219,31.243,1.150,120
132439,baseline,FILE,1,200.00,800.00,0.024341,69.413,1.150,120
132539,baseline,FILE,0,0.00,200.00,0.043630,9.703,1.150,120
132689,baseline,FILE,1,200.00,800.00,0.051207,69.413,1.150,120
132854,baseline,FILE,2,800.00,3000.00,0.028917,31.243,1.150,120
132855,baseline,FILE,4,8000.00,20000.00,0.189835,7.107,1.150,120
132906,baseline,FILE,1,200.00,800.00,0.042800,69.413,1.150,120
133056,baseline,FILE,0,0.00,200.00,0.445801,9.703,1.150,120
133056,baseline,FILE,1,200.00,800.00,0.133381,69.413,1.150,120
133057,baseline,FILE,2,800.00,3000.00,0.117350,31.243,1.150,120
133057,baseline,FILE,4,8000.00,20000.00,0.186161,7.107,1.150,120
133423,baseline,FILE,4,8000.00,20000.00,0.094873,7.107,1.150,120
133939,baseline,FILE,0,0.00,200.00,0.104294,9.703,1.150,120
133939,baseline,FILE,1,200.00,800.00,0.103652,69.413,1.150,120
134507,baseline,FILE,4,8000.00,20000.00,0.081414,7.107,1.150,120
134771,baseline,FILE,0,0.00,200.00,0.182505,11.740,1.150,120
134771,baseline,FILE,1,200.00,800.00,0.129962,69.413,1.150,120
134972,baseline,FILE,4,8000.00,20000.00,0.228300,7.107,1.150,120
135072,baseline,FILE,0,0.00,200.00,0.300398,11.740,1.150,120
135555,baseline,FILE,4,8000.00,20000.00,0.048794,7.107,1.150,120
135605,baseline,FILE,0,0.00,200.00,0.066899,11.740,1.150,120
135605,baseline,FILE,1,200.00,800.00,0.137363,69.413,1.150,120
135657,baseline,FILE,3,3000.00,8000.00,0.019722,69.851,1.150,120
135873,baseline,FILE,0,0.00,200.00,0.066540,12.914,1.150,120
136240,baseline,FILE,0,0.00,200.00,0.184497,12.914,1.150,120
136240,baseline,FILE,1,200.00,800.00,0.066521,69.413,1.150,120
136439,baseline,FILE,0,0.00,200.00,0.312254,12.914,1.150,120
136439,baseline,FILE,1,200.00,800.00,0.145667,69.413,1.150,120
136439,baseline,FILE,4,8000.00,20000.00,0.150530,7.107,1.150,120
136490,baseline,FILE,3,3000.00,8000.00,0.029670,69.851,1.150,120
136755,baseline,FILE,0,0.00,200.00,0.254977,12.914,1.150,120
136954,baseline,FILE,0,0.00,200.00,0.225365,12.914,1.150,120
137073,baseline,FILE,1,200.00,800.00,0.151960,69.413,1.150,120
137090,baseline,FILE,0,0.00,200.00,0.090889,12.914,1.150,120
137272,baseline,FILE,1,200.00,800.00,0.109606,69.413,1.150,120
137323,baseline,FILE,3,3000.00,8000.00,0.009814,69.851,1.150,120
137372,baseline,FILE,0,0.00,200.00,0.013336,14.206,1.150,120
137522,baseline,FILE,4,8000.00,20000.00,0.067094,7.107,1.150,120
137590,baseline,FILE,0,0.00,200.00,0.119913,14.206,1.150,120
137590,baseline,FILE,1,200.00,800.00,0.063674,69.413,1.150,120
137838,baseline,FILE,0,0.00,200.00,0.086486,14.206,1.150,120
138057,baseline,FILE,4,8000.00,20000.00,0.073815,7.107,1.150,120
138107,baseline,FILE,0,0.00,200.00,0.039814,14.206,1.150,120
138107,baseline,FILE,1,200.00,800.00,0.172560,69.413,1.150,120
138107,baseline,FILE,2,800.00,3000.00,0.290292,31.243,1.150,120
138157,baseline,FILE,3,3000.00,8000.00,0.005566,69.851,1.150,120
138423,baseline,FILE,0,0.00,200.00,0.170904,14.206,1.150,120
138424,baseline,FILE,1,200.00,800.00,0.082026,69.413,1.150,120
138472,baseline,FILE,4,8000.00,20000.00,0.088947,7.107,1.150,120
138689,baseline,FILE,0,0.00,200.00,0.131602,14.206,1.150,120
138690,baseline,FILE,1,200.00,800.00,0.076224,69.413,1.150,120
138939,baseline,FILE,0,0.00,200.00,0.050393,14.206,1.150,120
138939,baseline,FILE,1,200.00,800.00,0.176098,69.413,1.150,120
138939,baseline,FILE,3,3000.00,8000.00,0.009661,69.851,1.150,120
138939,baseline,FILE,4,8000.00,20000.00,0.253296,7.107,1.150,120
139106,baseline,FILE,0,0.00,200.00,0.017599,14.206,1.150,120
139256,baseline,FILE,0,0.00,200.00,0.203453,14.206,1.150,120
139574,baseline,FILE,0,0.00,200.00,0.355850,14.206,1.150,120
139724,baseline,FILE,3,3000.00,8000.00,0.020193,69.851,1.150,120
139942,MARK,mark-8
140206,baseline,FILE,0,0.00,200.00,0.041773,14.206,1.150,120
142340,baseline,FILE,0,0.00,200.00,0.648348,19.155,1.150,120
142489,baseline,FILE,4,8000.00,20000.00,0.170263,17.416,1.150,120
142690,baseline,FILE,0,0.00,200.00,0.414590,19.155,1.150,120
142690,baseline,FILE,1,200.00,800.00,0.081825,136.322,1.150,120
142690,baseline,FILE,2,800.00,3000.00,0.028106,88.731,1.150,120
142690,baseline,FILE,3,3000.00,8000.00,0.012582,73.486,1.150,120
143125,baseline,FILE,0,0.00,200.00,0.421272,19.155,1.150,120
143125,baseline,FILE,1,200.00,800.00,0.057629,136.322,1.150,120
143125,baseline,FILE,4,8000.00,20000.00,0.062458,17.416,1.150,120
143324,baseline,FILE,2,800.00,3000.00,0.005769,88.731,1.150,120
143540,baseline,FILE,0,0.00,200.00,0.425788,19.155,1.150,120
143540,baseline,FILE,1,200.00,800.00,0.088138,136.322,1.150,120
143540,baseline,FILE,2,800.00,3000.00,0.051276,88.731,1.150,120
143540,baseline,FILE,3,3000.00,8000.00,0.041086,73.486,1.150,120
143540,baseline,FILE,4,8000.00,20000.00,0.101802,17.416,1.150,120
143740,baseline,FILE,2,800.00,3000.00,0.028217,88.731,1.150,120
143956,baseline,FILE,0,0.00,200.00,0.307193,19.155,1.150,120
143956,baseline,FILE,1,200.00,800.00,0.084031,136.322,1.150,120
143956,baseline,FILE,2,800.00,3000.00,0.061071,88.731,1.150,120
143956,baseline,FILE,4,8000.00,20000.00,0.057527,17.416,1.150,120
144372,baseline,FILE,0,0.00,200.00,0.230068,19.155,1.150,120
144373,baseline,FILE,1,200.00,800.00,0.091669,136.322,1.150,120
144373,baseline,FILE,2,800.00,3000.00,0.044196,88.731,1.150,120
145206,baseline,FILE,0,0.00,200.00,0.140887,19.155,1.150,120
145257,baseline,FILE,2,800.00,3000.00,0.006562,88.731,1.150,120
145257,baseline,FILE,4,8000.00,20000.00,0.017039,17.416,1.150,120
145408,baseline,FILE,0,0.00,200.00,0.221607,19.155,1.150,120
145408,baseline,FILE,1,200.00,800.00,0.008180,136.322,1.150,120
145624,baseline,FILE,0,0.00,200.00,0.333209,19.155,1.150,120
145673,baseline,FILE,4,8000.00,20000.00,0.036075,17.416,1.150,120
145840,baseline,FILE,0,0.00,200.00,0.332669,19.155,1.150,120
145840,baseline,FILE,4,8000.00,20000.00,0.091538,17.416,1.150,120
146040,baseline,FILE,0,0.00,200.00,0.268022,19.155,1.150,120
146040,baseline,FILE,1,200.00,800.00,0.002158,136.322,1.150,120
146455,baseline,FILE,0,0.00,200.00,0.056493,19.155,1.150,120
146923,baseline,FILE,0,0.00,200.00,0.410008,19.155,1.150,120
146923,baseline,FILE,1,200.00,800.00,0.096999,136.322,1.150,120
146923,baseline,FILE,2,800.00,3000.00,0.055329,88.731,1.150,120
146923,baseline,FILE,3,3000.00,8000.00,0.007435,73.486,1.150,120
146923,baseline,FILE,4,8000.00,20000.00,0.003625,17.416,1.150,120
147341,baseline,FILE,0,0.00,200.00,0.414804,19.155,1.150,120
147757,baseline,FILE,0,0.00,200.00,0.187981,19.155,1.150,120
147758,baseline,FILE,1,200.00,800.00,0.035590,136.322,1.150,120
147808,baseline,FILE,2,800.00,3000.00,0.033785,88.731,1.150,120
147808,baseline,FILE,4,8000.00,20000.00,0.058069,17.416,1.150,120
147940,baseline,FILE,4,8000.00,20000.00,0.052359,17.416,1.150,120
148172,baseline,FILE,0,0.00,200.00,0.389131,19.155,1.150,120
148592,baseline,FILE,4,8000.00,20000.00,0.095540,17.416,1.150,120
148640,baseline,FILE,0,0.00,200.00,0.411412,19.155,1.150,120
148640,baseline,FILE,1,200.00,800.00,0.070153,136.322,1.150,120
148640,baseline,FILE,2,800.00,3000.00,0.052461,88.731,1.150,120
148640,baseline,FILE,3,3000.00,8000.00,0.006628,73.486,1.150,120
148989,baseline,FILE,0,0.00,200.00,0.427328,19.155,1.150,120
148989,baseline,FILE,4,8000.00,20000.00,0.066906,17.416,1.150,120
149258,baseline,FILE,3,3000.00,8000.00,0.019909,73.486,1.150,120
149457,baseline,FILE,0,0.00,200.00,0.418456,19.155,1.150,120
149457,baseline,FILE,1,200.00,800.00,0.090784,136.322,1.150,120
149457,baseline,FILE,2,800.00,3000.00,0.032270,88.731,1.150,120
149457,baseline,FILE,3,3000.00,8000.00,0.022702,73.486,1.150,120
149655,baseline,FILE,3,3000.00,8000.00,0.025901,73.486,1.150,120
149858,baseline,FILE,0,0.00,200.00,0.420211,19.155,1.150,120
150073,baseline,FILE,2,800.00,3000.00,0.115420,88.731,1.150,120
150073,baseline,FILE,3,3000.00,8000.00,0.012294,73.486,1.150,120
150289,baseline,FILE,0,0.00,200.00,0.384892,19.155,1.150,120
150290,baseline,FILE,1,200.00,800.00,0.096995,136.322,1.150,120
150290,baseline,FILE,2,800.00,3000.00,0.212704,88.731,1.150,120
150290,baseline,FILE,3,3000.00,8000.00,0.013990,73.486,1.150,120
150489,baseline,FILE,2,800.00,3000.00,0.285460,88.731,1.150,120
150489,baseline,FILE,3,3000.00,8000.00,0.053295,73.486,1.150,120
150707,baseline,FILE,0,0.00,200.00,0.414101,19.155,1.150,120
150708,baseline,FILE,1,200.00,800.00,0.015637,136.322,1.150,120
150708,baseline,FILE,2,800.00,3000.00,0.185522,88.731,1.150,120
150708,baseline,FILE,3,3000.00,8000.00,0.013570,73.486,1.150,120
150756,baseline,FILE,4,8000.00,20000.00,0.012933,17.416,1.150,120
150906,baseline,FILE,2,800.00,3000.00,0.188531,88.731,1.150,120
150906,baseline,FILE,3,3000.00,8000.00,0.031792,73.486,1.150,120
151122,baseline,FILE,0,0.00,200.00,0.183261,19.155,1.150,120
151122,baseline,FILE,1,200.00,800.00,0.040454,136.322,1.150,120
151123,baseline,FILE,2,800.00,3000.00,0.169318,88.731,1.150,120
151123,baseline,FILE,3,3000.00,8000.00,0.019465,73.486,1.150,120
151173,baseline,FILE,4,8000.00,20000.00,0.020482,17.416,1.150,120
151539,baseline,FILE,0,0.00,200.00,0.406497,19.155,1.150,120
151741,baseline,FILE,0,0.00,200.00,0.513534,19.155,1.150,120
151741,baseline,FILE,1,200.00,800.00,0.122369,136.322,1.150,120
151741,baseline,FILE,2,800.00,3000.00,0.018539,88.731,1.150,120
151741,baseline,FILE,3,3000.00,8000.00,0.024759,73.486,1.150,120
151741,baseline,FILE,4,8000.00,20000.00,0.070607,17.416,1.150,120
151957,baseline,FILE,1,200.00,800.00,0.154693,136.322,1.150,120
151957,baseline,FILE,2,800.00,3000.00,0.017967,88.731,1.150,120
151957,baseline,FILE,4,8000.00,20000.00,0.094465,17.416,1.150,120
152108,baseline,FILE,4,8000.00,20000.00,0.052359,17.416,1.150,120
152157,baseline,FILE,1,200.00,800.00,0.204044,136.322,1.150,120
152157,baseline,FILE,2,800.00,3000.00,0.056731,88.731,1.150,120
152157,baseline,FILE,3,3000.00,8000.00,0.047258,73.486,1.150,120
152256,baseline,FILE,4,8000.00,20000.00,0.131883,17.416,1.150,120
152373,baseline,FILE,1,200.00,800.00,0.186890,136.322,1.150,120
152373,baseline,FILE,2,800.00,3000.00,0.044867,88.731,1.150,120
152373,baseline,FILE,3,3000.00,8000.00,0.029433,73.486,1.150,120
152391,baseline,FILE,4,8000.00,20000.00,0.064790,17.416,1.150,120
152573,baseline,FILE,1,200.00,800.00,0.245683,136.322,1.150,120
152573,baseline,FILE,2,800.00,3000.00,0.090190,88.731,1.150,120
152573,baseline,FILE,3,3000.00,8000.00,0.083451,73.486,1.150,120
152624,baseline,FILE,4,8000.00,20000.00,0.037299,17.416,1.150,120
152789,baseline,FILE,1,200.00,800.00,0.116420,136.322,1.150,120
152789,baseline,FILE,4,8000.00,20000.00,0.173847,17.416,1.150,120
152840,baseline,FILE,2,800.00,3000.00,0.181032,88.731,1.150,120
152840,baseline,FILE,3,3000.00,8000.00,0.120924,73.486,1.150,120
153640,baseline,FILE,0,0.00,200.00,0.137703,19.155,1.150,120
153640,baseline,FILE,1,200.00,800.00,0.063873,136.322,1.150,120
153640,baseline,FILE,2,800.00,3000.00,0.030453,88.731,1.150,120
153690,baseline,FILE,3,3000.00,8000.00,0.013050,73.486,1.150,120
154674,baseline,FILE,2,800.00,3000.00,0.039292,88.731,1.150,120
155798,baseline,FILE,4,8000.00,20000.00,0.018392,17.416,1.150,120
158209,baseline,FILE,4,8000.00,20000.00,0.021531,17.416,1.150,120
158760,baseline,FILE,2,800.00,3000.00,0.005590,88.731,1.150,120
159744,baseline,FILE,2,800.00,3000.00,0.047144,88.731,1.150,120
160260,baseline,FILE,2,800.00,3000.00,0.028216,88.731,1.150,120
160377,baseline,FILE,4,8000.00,20000.00,0.073921,17.416,1.150,120
161044,baseline,FILE,4,8000.00,20000.00,0.022349,17.416,1.150,120
161161,baseline,FILE,1,200.00,800.00,0.005560,136.322,1.150,120
161410,baseline,FILE,1,200.00,800.00,0.040542,136.322,1.150,120
161628,baseline,FILE,1,200.00,800.00,0.023841,136.322,1.150,120
161778,baseline,FILE,1,200.00,800.00,0.017941,136.322,1.150,120
161996,baseline,FILE,0,0.00,200.00,0.007650,19.155,1.150,120
161996,baseline,FILE,2,800.00,3000.00,0.033733,88.731,1.150,120
162095,baseline,FILE,4,8000.00,20000.00,0.030411,17.416,1.150,120
162144,baseline,FILE,0,0.00,200.00,0.062007,19.155,1.150,120
162144,baseline,FILE,1,200.00,800.00,0.017521,136.322,1.150,120
162278,baseline,FILE,1,200.00,800.00,0.041298,136.322,1.150,120
162727,baseline,FILE,4,8000.00,20000.00,0.019193,17.416,1.150,120
162828,baseline,FILE,1,200.00,800.00,0.067232,136.322,1.150,120
162977,baseline,FILE,2,800.00,3000.00,0.017780,88.731,1.150,120
162977,baseline,FILE,3,3000.00,8000.00,0.008217,73.486,1.150,120
163044,baseline,FILE,4,8000.00,20000.00,0.027869,17.416,1.150,120
163411,baseline,FILE,2,800.00,3000.00,0.023921,88.731,1.150,120
163511,baseline,FILE,4,8000.00,20000.00,0.010823,17.416,1.150,120
163662,baseline,FILE,1,200.00,800.00,0.040555,136.322,1.150,120
163861,baseline,FILE,4,8000.00,20000.00,0.134593,17.416,1.150,120
164011,baseline,FILE,1,200.00,800.00,0.052367,136.322,1.150,120
164011,baseline,FILE,4,8000.00,20000.00,0.081810,17.416,1.150,120
164228,baseline,FILE,4,8000.00,20000.00,0.026518,17.416,1.150,120
164277,baseline,FILE,1,200.00,800.00,0.117631,136.322,1.150,120
164277,baseline,FILE,2,800.00,3000.00,0.005239,88.731,1.150,120
164411,baseline,FILE,2,800.00,3000.00,0.007662,88.731,1.150,120
164427,baseline,FILE,4,8000.00,20000.00,0.049672,17.416,1.150,120
164577,baseline,FILE,1,200.00,800.00,0.091258,136.322,1.150,120
164577,baseline,FILE,2,800.00,3000.00,0.053251,88.731,1.150,120
164995,baseline,FILE,4,8000.00,20000.00,0.046613,17.416,1.150,120
165094,baseline,FILE,3,3000.00,8000.00,0.002140,73.486,1.150,120
165128,baseline,FILE,4,8000.00,20000.00,0.321277,17.416,1.150,120
165227,baseline,FILE,3,3000.00,8000.00,0.020772,73.486,1.150,120
165410,baseline,FILE,4,8000.00,20000.00,0.044662,17.416,1.150,120
165544,baseline,FILE,4,8000.00,20000.00,0.063817,17.416,1.150,120
165561,baseline,FILE,2,800.00,3000.00,0.013721,88.731,1.150,120
165612,baseline,FILE,3,3000.00,8000.00,0.046591,73.486,1.150,120
165679,baseline,FILE,4,8000.00,20000.00,0.198413,17.416,1.150,120
166028,baseline,FILE,1,200.00,800.00,0.075811,136.322,1.150,120
166245,baseline,FILE,2,800.00,3000.00,0.008213,88.731,1.150,120
166245,baseline,FILE,4,8000.00,20000.00,0.004948,17.416,1.150,120
166613,baseline,FILE,0,0.00,200.00,0.187723,19.155,1.150,120
166613,baseline,FILE,1,200.00,800.00,0.064500,136.322,1.150,120
166614,baseline,FILE,3,3000.00,8000.00,0.018714,73.486,1.150,120
166614,baseline,FILE,4,8000.00,20000.00,0.059342,17.416,1.150,120
166661,baseline,FILE,2,800.00,3000.00,0.130395,88.731,1.150,120
166861,baseline,FILE,4,8000.00,20000.00,0.220509,17.416,1.150,120
166995,baseline,FILE,4,8000.00,20000.00,0.068566,17.416,1.150,120
167228,baseline,FILE,0,0.00,200.00,0.298378,19.155,1.150,120
167228,baseline,FILE,1,200.00,800.00,0.008203,136.322,1.150,120
167544,baseline,FILE,0,0.00,200.00,0.433657,19.155,1.150,120
167545,baseline,FILE,1,200.00,800.00,0.065949,136.322,1.150,120
167545,baseline,FILE,2,800.00,3000.00,0.065194,88.731,1.150,120
167545,baseline,FILE,3,3000.00,8000.00,0.036571,73.486,1.150,120
167545,baseline,FILE,4,8000.00,20000.00,0.114748,17.416,1.150,120
167711,baseline,FILE,4,8000.00,20000.00,0.291752,17.416,1.150,120
168129,baseline,FILE,0,0.00,200.00,0.124226,19.155,1.150,120
168182,baseline,FILE,1,200.00,800.00,0.058741,136.322,1.150,120
168182,baseline,FILE,2,800.00,3000.00,0.015275,88.731,1.150,120
168182,baseline,FILE,3,3000.00,8000.00,0.017183,73.486,1.150,120
168491,baseline,FILE,0,0.00,200.00,0.217310,19.155,1.150,120
168491,baseline,FILE,1,200.00,800.00,0.101241,136.322,1.150,120
168491,baseline,FILE,2,800.00,3000.00,0.103442,88.731,1.150,120
168491,baseline,FILE,3,3000.00,8000.00,0.050491,73.486,1.150,120
168590,baseline,FILE,4,8000.00,20000.00,0.132735,17.416,1.150,120
168756,baseline,FILE,4,8000.00,20000.00,0.081431,17.416,1.150,120
168808,baseline,FILE,0,0.00,200.00,0.050328,19.155,1.150,120
168808,baseline,FILE,1,200.00,800.00,0.020166,136.322,1.150,120
168808,baseline,FILE,2,800.00,3000.00,0.032360,88.731,1.150,120
168959,baseline,FILE,0,0.00,200.00,0.098132,19.155,1.150,120
168959,baseline,FILE,4,8000.00,20000.00,0.194897,17.416,1.150,120
169325,baseline,FILE,0,0.00,200.00,0.377377,19.155,1.150,120
169325,baseline,FILE,1,200.00,800.00,0.003388,136.322,1.150,120
169373,baseline,FILE,4,8000.00,20000.00,0.030106,17.416,1.150,120
169423,baseline,FILE,3,3000.00,8000.00,0.005281,73.486,1.150,120
169841,baseline,FILE,4,8000.00,20000.00,0.036355,17.416,1.150,120
169958,baseline,FILE,0,0.00,200.00,0.376757,19.155,1.150,120
170207,baseline,FILE,0,0.00,200.00,0.178189,19.155,1.150,120
170207,baseline,FILE,1,200.00,800.00,0.013727,136.322,1.150,120
170208,baseline,FILE,2,800.00,3000.00,0.006670,88.731,1.150,120
170208,baseline,FILE,4,8000.00,20000.00,0.144584,17.416,1.150,120
170258,baseline,FILE,3,3000.00,8000.00,0.114568,73.486,1.150,120
170840,baseline,FILE,0,0.00,200.00,0.134710,19.155,1.150,120
171258,baseline,FILE,0,0.00,200.00,0.410681,19.155,1.150,120
172140,baseline,FILE,0,0.00,200.00,0.400201,19.155,1.150,120
172179,baseline,FILE,1,200.00,800.00,0.128532,136.322,1.150,120
172179,baseline,FILE,2,800.00,3000.00,0.038724,88.731,1.150,120
